,help_config_id,heuristic_value,empirical_voa,ci_low_95,ci_high_95,ci_low_90,ci_high_90,ci_low_80,ci_high_80,computation_time,env_instance_id
189,0,-0.18329286575317383,-4.599278203664608,-6.252994803830266,-2.847788882877234,-5.958426562236947,-3.1579132186540866,-5.697079529276511,-3.4913975263034267,236.7796914577484,6
190,1,0.14801359176635742,-5.6444364117750725,-7.5065178854611965,-3.871518643115142,-7.2203389050469955,-4.134825707172878,-6.886860700250999,-4.453489739693148,277.96618127822876,6
191,2,-1.886277675628662,-2.458912719565379,-4.024458818241495,-1.0778144325584216,-3.7503787066257543,-1.256135296164155,-3.4513960621965163,-1.49253137542447,252.59155583381653,6
192,3,-0.1883864402770996,-2.257555364317108,-3.593031886554726,-0.8618292386663022,-3.3696139778137733,-1.07451431412556,-3.1542836314872935,-1.358559554530753,258.7104046344757,6
193,4,0.342587947845459,-4.547352558784137,-6.065838546572305,-3.017534933258617,-5.811458571336993,-3.261185140938594,-5.537889726348351,-3.5590965810699284,213.3413496017456,6
194,5,0.8940606117248535,-3.3820770312339596,-4.732356599876066,-2.150613407282584,-4.563148028468084,-2.304848674866671,-4.2989317214619405,-2.508101925478706,260.781667470932,6
195,6,-0.04642009735107422,-5.010810074004148,-6.943850398436951,-3.1273270574144965,-6.611357879142555,-3.5057663470016136,-6.266994899168661,-3.8189986419156954,267.3501400947571,6
196,7,2.0018529891967773,-5.474423221227,-7.227111408782866,-3.520391203051484,-6.945034187834874,-3.8788846228557516,-6.681928750143617,-4.251738191460468,217.30206060409546,6
197,8,-0.16554880142211914,-2.16478647034635,-3.5525650550795023,-0.6907022648458151,-3.2958007291875084,-0.942764370786392,-3.057230907448417,-1.2995343221743783,300.86616563796997,6
198,9,0.939356803894043,-4.97368848088123,-6.697561286063005,-3.307327334852033,-6.47387808966756,-3.5066761248044815,-6.121995680741017,-3.8035919591197063,244.9729359149933,6
199,10,0.19060564041137695,-5.420792644113569,-7.209551065167151,-3.5445092624935177,-6.9408757768012,-3.888125358508662,-6.624441818591186,-4.261643078982594,147.03385829925537,6
200,11,-1.1277403831481934,-1.858057842190314,-3.4569629870958156,-0.2588119636505345,-3.2132856045774,-0.5971896877958486,-2.922303727602316,-0.8887925574804149,243.66675090789795,6
201,12,0.06232166290283203,-4.349162792141606,-5.964044869903813,-2.631800264672666,-5.692996537235533,-2.875220317245152,-5.317896467045685,-3.224795009842074,238.81293201446533,6
202,13,-0.7220644950866699,-4.821388945042049,-6.75103527559064,-2.91728388350688,-6.453883001009346,-3.2053077474908767,-6.143751067574557,-3.571219515830375,296.90899205207825,6
203,14,-1.0670061111450195,-0.8312144190814444,-2.2761055838215833,0.5847261870073879,-2.036648536041562,0.374291734227878,-1.776412570230826,0.16075960935183967,303.7729833126068,6
204,15,-0.8387508392333984,-2.785454717044229,-3.903306625582694,-1.7802106449362072,-3.7209520687615747,-1.931603386229414,-3.5027024625264156,-2.0917602147951575,261.41131830215454,6
